country,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniority,anom_x,anom_y,login_data
France,10,9,8,41.0,0,0.0,51,9,F,False,False,False,True,17,3199,0.3,0.10700875451528433,11
Germany,12,8,10,2.0,0,0.0,0,1,M,True,True,False,True,662,2852,1.0522507736954163,0.3,30
Germany,11,10,27,2.0,0,0.0,0,0,F,True,False,True,True,573,2857,0.2,0.2,15
Italy,10,8,86,32.0,0,0.0,111,0,M,True,False,True,True,239,3197,0.2,0.1,31
France,11,9,4,35.0,0,0.0,0,0,F,False,False,False,True,259,3198,0.2,0.2,12
United_Kingdom,10,8,66,3.0,0,0.0,5,1,F,True,True,True,True,127,2856,0.2,0.5286088941625247,13
Spain,10,10,11,17.0,0,0.0,44,3,F,False,False,False,True,260,2859,0.14731586608875244,0.2,98
Germany,10,8,14,1.0,0,0.0,0,0,F,False,False,False,True,74,3202,0.2,0.2288072902965877,48
United_States,11,9,2,4.0,0,0.0,16,0,F,True,False,True,True,267,3203,0.3664346489257564,0.07255127368572678,13
United_Kingdom,10,8,0,11.0,0,0.0,4,0,M,False,False,False,True,703,3203,0.3,0.2,6
France,10,8,10,36.0,0,0.0,0,0,M,True,False,True,True,61,3203,0.2608301158801213,0.2,15
United_States,14,8,52,5.0,0,0.0,0,1,F,True,False,True,True,22,3204,0.1078151787524431,1.0439182577846151,12
Germany,13,8,0,1.0,6,66.0,2,0,F,True,False,True,True,12,2856,66.18578781237957,5.581931032927468,27
United_States,13,0,18,4.0,0,0.0,1,0,F,True,False,True,False,664,3200,0.4100310157372556,0.2,14
United_States,10,8,0,4.0,0,0.0,8,0,F,False,False,False,True,702,3198,0.2,0.2,97
Italy,10,8,4,28.0,0,0.0,0,0,F,False,False,False,True,630,3203,0.1,0.2,68
Italy,65,8,2,26.0,50,100.0,0,0,M,False,False,False,False,11,3195,99.8,51.535664578288966,55
Italy,10,8,4,31.0,0,0.0,0,0,M,True,False,True,True,287,2854,0.43816971946016,0.044256833504711525,81
United_States,10,8,8,4.0,0,0.0,1,0,F,True,True,False,True,219,3200,0.7506607591947229,0.3,12
Germany,10,9,4,1.0,0,0.0,4,2,M,True,True,False,True,15,2853,0.3940893875379045,0.12095659149336865,23
Germany,10,8,3,1.0,0,0.0,0,0,M,True,False,True,True,31,3204,0.03254253938719002,0.3,24
Italy,13,8,30,29.0,1,0.0,6,0,F,False,False,False,True,21,2852,1.2025045605214426,1.1399585966418555,4
United_States,10,8,5,5.0,0,0.0,1,0,M,False,False,False,True,691,2852,0.1,0.2,18
France,12,8,46,34.0,0,0.0,0,0,F,True,True,False,True,141,3201,0.1,0.06730230928247842,13
Germany,29,71,5,1.0,0,0.0,36,6,M,True,False,True,True,255,2857,1.266656148176496,0.2,38
France,10,8,1,36.0,0,0.0,3,0,F,False,False,False,True,708,3204,0.5661562494710127,0.13802492010175876,14
United_States,10,8,0,5.0,0,0.0,6,0,F,True,False,True,True,703,3199,0.7480091687992819,0.8738624747585959,17
France,10,8,7,43.0,0,0.0,0,0,F,True,False,True,True,701,3197,0.3,0.3,10
United_Kingdom,11,8,0,8.0,0,0.0,3,0,F,True,False,True,True,174,3200,0.1,0.2,18
United_Kingdom,10,8,7,10.0,0,0.0,4,1,F,True,False,True,True,522,2858,0.2,0.8036312213559023,21
Germany,11,8,3,1.0,0,0.0,0,0,M,True,True,False,True,601,3198,0.3,0.33299578502850663,26
United_States,10,8,8,5.0,0,0.0,0,0,M,False,False,False,True,614,3199,0.6841504168577676,0.1,23
Germany,10,8,6,1.0,0,0.0,0,0,M,True,False,True,True,129,2859,0.0035091181915874754,0.038882359625726635,19
Germany,10,8,1,1.0,0,0.0,4,2,F,False,False,False,True,403,3205,0.2,0.2,23
United_States,10,8,14,4.0,0,0.0,6,0,M,True,False,True,True,684,2853,0.2,0.4390613824205319,17
United_Kingdom,10,11,36,4.0,0,0.0,2,1,F,True,False,True,True,154,2854,0.1,0.7211664463407275,20
France,11,9,1,36.0,0,0.0,5,0,F,False,False,False,True,234,2853,0.3618438596397699,0.2338516348902545,16
United_Kingdom,10,8,12,6.0,0,0.0,15,0,F,False,False,False,True,704,3200,0.7248658962187182,0.02912851503096258,22
United_Kingdom,10,8,33,7.0,0,0.0,1,0,F,True,True,False,True,566,3195,0.3,0.3,24
France,13,8,85,35.0,0,0.0,66,0,F,True,True,False,True,23,3198,0.1,0.1,17
United_Kingdom,10,15,1,6.0,0,0.0,6,2,M,False,False,False,True,12,3195,0.3,0.4700662392178689,20
Germany,12,8,177,2.0,0,0.0,6,5,F,True,False,True,True,15,3197,0.2,0.3,29
Italy,13,8,0,28.0,5,100.0,0,0,M,False,False,False,True,13,2857,99.8675157280308,4.481914746006955,53
France,10,8,3,41.0,0,0.0,1,0,M,True,False,True,True,470,3197,0.2,0.7817711691513145,15
Germany,11,8,4,1.0,0,0.0,7,0,F,False,False,False,True,550,2858,0.2,0.3,27
Spain,16,12,62,16.0,0,0.0,226,12,F,True,False,True,False,12,3195,0.2,0.07648541441137162,7
United_States,12,8,291,5.0,0,0.0,95,0,F,False,False,False,True,85,2852,0.7909296863086195,0.3055853208517577,21
United_States,10,8,5,4.0,0,0.0,0,3,F,False,False,False,True,485,3205,0.3,0.9018012251876116,17
United_States,13,9,12,4.0,1,0.0,1,0,M,False,False,False,True,80,3204,0.3,0.4890853038800763,15
France,10,10,2,46.0,0,0.0,5,0,F,True,True,False,True,296,3205,0.4698062787207634,0.5606293574083114,14
Germany,10,8,4,0.0,0,0.0,0,0,M,True,False,True,True,228,2855,0.6404643373760145,0.3,29
France,12,8,0,42.0,0,0.0,18,0,F,False,False,False,True,696,2857,0.2048794451944396,0.2,16
United_States,61,8,5,4.0,63,98.0,3,0,M,False,False,False,True,293,3204,98.57634597627384,63.79616359085001,15
Germany,13,8,1,2.0,0,0.0,75,17,M,False,False,False,True,14,2857,0.1,0.08916632627307428,29
United_States,10,8,0,5.0,0,0.0,3,0,F,True,False,True,True,666,3201,0.09236014064702187,0.2,5
United_States,10,8,4,4.0,0,0.0,0,0,F,False,False,False,True,168,3197,-9.45530355582126,0.354351174064792,98
Spain,10,8,22,12.0,0,0.0,4,0,M,True,False,True,True,24,3204,0.5866971658321187,0.2,4
Spain,24,8,818,10.0,0,0.0,23,0,F,True,True,False,True,17,2854,0.3,0.13937964907252326,0
United_States,10,8,3,4.0,0,0.0,0,1,F,True,False,True,True,685,3200,0.3835349620417547,0.3,39
United_States,11,13,2,4.0,0,0.0,4,2,F,False,False,False,True,63,2855,0.6838784881373794,0.07955293364634447,24
Spain,10,8,11,13.0,0,0.0,37,0,F,False,False,False,True,702,3198,0.2,0.2,3
Italy,25,9,150,25.0,0,0.0,0,0,M,True,False,True,True,488,3205,0.3022029240345753,0.1751454221614435,60
France,10,11,4,42.0,0,0.0,1,0,F,False,False,False,True,265,2854,0.3567563953825396,0.2,14
Spain,10,9,14,13.0,0,0.0,0,1,M,True,False,True,True,229,2859,0.1,0.3,4
Germany,13,8,28,2.0,0,0.0,7,4,M,True,False,True,True,12,2857,0.2,0.12659816398750734,31
United_Kingdom,10,8,6,6.0,0,0.0,0,0,M,True,False,True,True,680,2857,1.098609570351846,0.15344205599397018,9
France,11,8,1,36.0,0,0.0,0,0,F,True,False,True,True,437,3197,1.0144955989755775,0.3,14
France,11,8,3,34.0,0,0.0,2,0,F,True,False,True,True,692,2857,1.0690146345086404,0.04266624703022437,13
France,20,9,52,41.0,7,85.0,1,4,F,True,False,True,True,46,3204,84.25274458164819,7.0622235442174395,11
Spain,10,9,5,13.0,0,0.0,7,0,F,True,False,True,True,20,2854,0.22181604053097745,0.3,0
France,13,8,0,36.0,3,0.0,0,0,M,True,False,True,False,524,3195,0.2747976889462322,2.5321445771127054,14
France,10,10,7,37.0,0,0.0,2,2,M,True,False,True,True,132,2858,0.29377833381784324,0.9882528157120154,15
France,10,8,2,36.0,0,0.0,22,1,F,False,False,False,True,593,3201,0.6324022268648795,0.2,15
France,20,10,1,37.0,13,76.0,0,5,M,False,False,False,False,11,3204,76.63971554432995,13.596918450151591,13
France,11,8,0,44.0,0,0.0,3,0,F,False,False,False,True,94,2857,0.2182648865723684,0.1,13
France,10,8,4,38.0,0,0.0,6,1,M,False,False,False,True,11,3197,0.1,0.5024718844493237,12
France,11,8,157,37.0,0,0.0,0,0,F,False,False,False,True,115,3197,0.3,1.935455718150856,14
United_Kingdom,11,8,0,11.0,0,0.0,32,1,F,False,False,False,True,644,2857,0.49483417628097603,0.5395238988037124,20
United_States,13,8,18,5.0,0,0.0,23,0,F,True,False,True,True,400,3205,0.1,0.2,11
Italy,10,8,4,27.0,0,0.0,1,0,F,False,False,False,True,169,3199,0.060426721515789615,0.3,55
Italy,39,8,1,30.0,19,100.0,0,0,F,True,False,True,True,11,2852,99.8,19.20828695111809,57
France,10,8,0,37.0,0,0.0,0,3,F,True,False,True,True,16,3203,1.2469521169861262,0.6443252506525782,14
France,13,10,3,38.0,0,0.0,0,0,F,True,False,True,True,498,2854,0.03418331230597666,0.1,12
Italy,10,8,4,24.0,0,0.0,0,0,F,False,False,False,True,573,2854,0.2,0.3967574202126151,67
United_Kingdom,10,8,12,10.0,0,0.0,0,0,F,False,False,False,True,196,3197,0.12697072860281033,1.2445853299003136,9
United_Kingdom,10,8,2,6.0,0,0.0,8,0,F,False,False,False,True,516,3196,1.2007682403298827,0.2,16
United_States,10,8,17,5.0,0,0.0,0,0,F,True,True,False,True,608,3205,0.3411053013768707,0.2,13
United_States,10,8,0,4.0,0,0.0,3,0,M,False,False,False,True,559,3203,0.1,0.1,33
Italy,20,8,0,27.0,6,100.0,0,0,F,True,False,True,True,11,3197,99.7,6.704069424489683,97
France,10,8,3,35.0,0,0.0,1,0,M,False,False,False,True,694,2855,0.1,0.1,14
Italy,10,9,20,27.0,0,0.0,0,1,M,False,False,False,True,17,3199,0.542333541888111,0.720464885480506,77
United_States,11,8,8,4.0,0,0.0,0,0,M,True,False,True,True,403,3198,0.3,0.1,16
Germany,10,8,9,1.0,0,0.0,0,0,F,True,False,True,True,590,2853,0.3,0.1,34
France,11,8,11,37.0,0,0.0,0,0,M,True,False,True,True,29,2859,0.5787185459323455,0.1,8
United_Kingdom,19,8,8,8.0,0,0.0,0,0,M,True,False,True,False,601,3201,1.28296976650978,0.2,29
Spain,10,8,5,12.0,0,0.0,0,0,F,True,False,True,True,700,3196,0.3,0.4427600355424211,4
United_States,10,8,8,4.0,0,0.0,0,0,M,False,False,False,True,15,3202,0.2,0.4460385411527571,97
Spain,10,9,5,14.0,0,0.0,2,0,M,True,False,True,True,205,3196,0.3,0.3,5
France,10,8,8,38.0,0,0.0,0,0,F,True,False,True,True,262,2858,0.1,0.22509443545165128,14
Italy,10,8,1,28.0,0,0.0,4,0,F,False,False,False,True,347,3195,0.3,0.3,67
United_States,11,9,4,4.0,0,0.0,0,0,M,False,False,False,True,702,3198,0.9946980504590754,0.7059668687747106,40
Italy,17,9,2,27.0,7,100.0,24,4,F,True,True,False,True,12,3197,99.84367713424031,7.834240410530818,55
France,11,8,52,37.0,0,0.0,0,0,M,True,False,True,True,59,2854,0.2,0.3316476010186599,12
Spain,10,8,6,13.0,0,0.0,2,0,F,False,False,False,True,14,3200,0.2,0.8659916946381905,3
Germany,10,8,7,1.0,0,0.0,0,0,M,True,False,True,True,595,3201,0.1,0.573213421585776,39
Italy,10,8,17,26.0,0,0.0,3,0,M,True,False,True,True,683,2858,0.2,0.3,27
Germany,10,8,7,1.0,0,0.0,2,0,F,True,False,True,True,703,3201,0.6107845822554953,0.3,23
France,12,10,8,41.0,0,0.0,5,1,F,True,False,True,False,336,2858,0.6647019116538211,0.7545409215175353,15
United_Kingdom,10,8,0,9.0,0,0.0,3,0,M,True,True,False,True,669,2859,0.5531528796363094,0.12464901244933214,16
United_States,11,8,11,4.0,0,0.0,0,0,F,True,False,True,True,361,2858,0.1,0.1,88
France,10,12,6,40.0,0,0.0,0,0,F,True,True,False,True,569,2856,0.1,0.1,14
France,10,8,3,38.0,0,0.0,0,0,M,True,False,True,True,697,3200,0.15428513509827546,1.4961086496487466,10
United_Kingdom,10,9,2,8.0,0,0.0,6,0,M,True,False,True,True,98,2856,0.2,0.8965200923611324,9
Spain,10,8,10,13.0,0,0.0,18,1,F,True,False,True,True,12,2859,0.3,1.0636607356624554,2
Italy,13,8,0,26.0,6,100.0,0,0,M,True,False,True,True,11,2859,99.71627160742722,6.721613928648994,82
France,10,8,13,39.0,0,0.0,0,0,M,False,False,False,True,29,2856,0.2,0.3,13
United_Kingdom,10,8,24,4.0,0,0.0,1,0,F,True,False,True,True,229,2854,0.9425005644844592,1.0261662088936905,19
United_Kingdom,21,11,40,12.0,0,0.0,476,30,F,True,False,True,True,11,3203,0.2,0.21428751638259,21
France,11,9,75,33.0,0,0.0,33,2,M,True,False,True,True,26,2857,0.418348118705516,0.06070768142822549,16
France,14,9,1,34.0,0,0.0,3,1,F,True,True,False,True,186,3204,0.7868245925589429,0.1,16
United_States,10,8,5,4.0,0,0.0,0,0,F,True,False,True,True,554,3204,0.1,0.8539612787059296,27
France,10,8,3,40.0,0,0.0,0,0,F,True,False,True,True,118,2857,0.3,0.2,16
Germany,12,9,3,1.0,0,0.0,4,4,M,False,False,False,True,11,3205,0.3,0.2,26
Spain,10,8,12,16.0,0,0.0,0,0,M,True,False,True,True,192,3205,0.16157335054434613,0.3,2
United_States,10,8,5,4.0,0,0.0,7,0,F,False,False,False,True,706,3202,0.3,0.5346638067175246,32
United_States,10,8,17,5.0,0,0.0,0,0,F,False,False,False,True,518,3205,0.13472775235944498,0.012771387687953913,14
United_States,10,8,0,5.0,0,0.0,5,0,F,False,False,False,True,547,2853,0.9919860819277914,0.3186788224469532,4
Spain,10,8,4,15.0,0,0.0,3,3,M,True,True,False,True,75,2853,0.2,0.2,99
United_States,38,8,7,4.0,6,0.0,0,0,M,True,False,True,False,677,3205,0.1,5.8361577496388435,6
Italy,37,8,0,28.0,9,100.0,0,0,M,True,False,True,False,301,3203,99.75180941791706,9.429449159975329,67
Germany,11,8,0,2.0,2,0.0,13,0,F,True,False,True,True,252,3203,0.1,1.2962481846989422,33
United_States,13,8,7,4.0,0,0.0,3,1,F,False,False,False,True,168,3195,0.3,0.2458216392428056,91
United_States,10,8,4,3.0,0,0.0,0,0,F,False,False,False,True,704,3200,0.6524810112883189,0.1,15
Germany,11,10,37,1.0,0,0.0,7,1,M,False,False,False,True,11,2856,0.3,0.4444522496696605,25
France,18,22,189,38.0,0,0.0,1,3,M,True,False,True,True,11,2857,0.2,0.3035236453041872,12
Germany,12,8,6,2.0,0,0.0,4,4,M,False,False,False,True,332,3200,0.641931200764224,0.3,38
United_States,10,8,28,4.0,0,0.0,6,0,M,False,False,False,True,356,3205,0.1,0.3,30
Italy,10,8,0,28.0,0,0.0,4,0,M,True,True,False,True,35,3202,0.3832579158238513,0.3,62
Germany,10,8,41,0.0,0,0.0,0,0,M,True,False,True,True,605,3201,0.14156160185170374,0.2,36
United_States,10,8,4,4.0,0,0.0,0,0,M,False,False,False,True,709,3205,0.2617653007622288,0.9650444136601164,18
Germany,12,8,0,1.0,0,0.0,0,7,F,False,False,False,True,342,3202,0.3,0.1,24
United_States,10,8,2,5.0,0,0.0,22,0,M,False,False,False,True,644,2856,0.6774027195992781,0.1963215990380958,12
France,14,8,0,44.0,2,0.0,46,0,F,False,False,False,True,595,3197,0.2,1.028565005428292,14
United_States,12,8,1,5.0,0,0.0,0,4,F,False,False,False,True,385,2853,0.3,0.4932200667969877,10
Italy,10,8,3,25.0,0,0.0,0,0,F,True,False,True,True,145,2853,0.2290214293992614,0.2,71
United_States,13,8,64,3.0,0,0.0,30,0,M,True,False,True,True,560,3198,0.1,1.3536960434779386,99
United_Kingdom,12,8,4,5.0,0,0.0,41,16,M,False,False,False,True,31,3200,0.443558693350055,0.1,13
United_States,10,8,8,3.0,0,0.0,4,0,M,True,False,True,True,145,3201,0.1,0.5174600556767868,98
United_States,10,8,9,4.0,0,0.0,2,0,F,False,False,False,True,282,2852,0.6551554600650772,0.2,5
United_States,10,8,0,4.0,0,0.0,0,5,F,False,False,False,True,378,3200,0.3,0.3933626546331189,7
Germany,12,8,3,1.0,0,0.0,6,1,M,True,True,False,True,305,3205,0.2,0.005481092759169404,27
Germany,10,8,4,2.0,0,0.0,0,0,F,True,False,True,True,46,2854,0.9682513509595276,0.3,28
United_States,12,9,5,4.0,0,0.0,6,0,F,True,False,True,True,397,3198,0.2146033564051668,0.3,21
United_Kingdom,10,8,4,9.0,0,0.0,4,0,F,True,False,True,True,17,3197,0.1,0.5787000189331468,33
Germany,10,8,4,1.0,0,0.0,0,0,M,True,False,True,True,599,2853,0.001942099977341129,0.2,36
United_States,11,8,9,4.0,0,0.0,2,3,M,True,False,True,True,448,3195,0.3,0.3,17
United_Kingdom,11,9,33,9.0,0,0.0,7,4,M,False,False,False,True,54,3195,0.1,1.0850647007060314,17
Italy,10,8,37,27.0,0,0.0,0,0,M,True,False,True,True,45,2857,0.2,0.2,74
United_States,11,8,1,4.0,0,0.0,1,3,M,False,False,False,True,658,2852,0.2,0.1,23
United_States,10,8,29,4.0,0,0.0,4,1,M,True,False,True,True,15,2854,0.07123870376067028,0.07200655855108451,23
Germany,11,8,0,1.0,0,0.0,3,0,F,False,False,False,True,696,2857,0.2,0.9299346705730864,25
Germany,10,8,5,1.0,0,0.0,2,0,F,False,False,False,True,705,3201,105.26995725372129,0.3,23
Germany,10,8,28,1.0,0,0.0,6,1,F,True,True,False,True,14,3201,0.4541729991470145,0.3,29
Italy,15,8,2,25.0,16,100.0,0,0,M,True,False,True,True,13,2853,-2.0551937964391307,16.019463695404056,53
Germany,11,8,5,1.0,0,0.0,0,1,M,True,False,True,True,548,3198,0.027254725551940008,0.3,28
United_States,18,45,101,4.0,0,0.0,38,0,M,False,False,False,True,637,3197,0.3,0.15024179006757638,12
United_States,10,8,19,4.0,0,0.0,0,0,F,False,False,False,True,708,3204,0.19959724210855245,0.3,13
France,10,8,0,38.0,0,0.0,8,0,F,True,False,True,True,687,3199,0.4387146426789499,0.4172687586170544,12
France,11,8,5,45.0,0,0.0,0,1,M,True,False,True,False,18,2854,0.3223593511966216,0.9092566502483104,11
United_States,10,10,11,5.0,0,0.0,1,0,M,False,False,False,True,696,2857,0.2,0.3,11
France,10,9,26,40.0,0,0.0,7,2,F,True,True,False,True,20,2853,0.3,0.1,14
United_States,10,8,4,4.0,0,0.0,0,0,F,True,False,True,True,703,3200,0.3,0.0166999132020483,10
Italy,10,8,4,26.0,0,0.0,0,0,F,True,False,True,True,483,3200,0.3905561947246994,0.2,58
France,16,9,15,42.0,8,85.7,3,0,F,True,True,False,False,100,3198,85.61242169846021,7.583414333460933,12
United_States,10,8,1,4.0,0,0.0,4,0,F,False,False,False,True,596,3198,0.3,0.19132471840874365,17
Italy,10,9,0,26.0,0,0.0,4,0,M,True,False,True,True,685,2856,0.3,0.1,73
Germany,11,8,9,1.0,0,0.0,3,0,M,True,False,True,False,15,3195,0.2,0.4346485668428422,35
Germany,10,11,5,2.0,0,0.0,0,0,M,False,False,False,True,430,2855,0.3833657652841378,0.3,35
Italy,13,17,520,33.0,0,0.0,1,0,M,True,False,True,True,18,3203,0.7635732589240105,0.3290257023891441,51
Italy,10,9,0,29.0,0,0.0,20,2,F,True,False,True,True,420,3199,0.7658971627813372,0.3,73
Italy,11,8,9,32.0,0,0.0,1,0,M,True,True,True,False,45,2859,0.3,0.2,1
France,10,8,0,39.0,0,0.0,5,0,M,False,False,False,True,318,2859,0.3,0.2,12
France,10,9,0,41.0,0,0.0,5,0,M,False,False,False,True,693,2854,0.00034359605980713705,0.1,14
United_Kingdom,11,8,23,10.0,0,0.0,0,0,F,True,False,True,True,301,3200,0.1,0.2,20
United_Kingdom,10,8,12,6.0,0,0.0,0,0,M,False,False,False,True,692,2853,0.3,0.1,15
France,10,8,23,38.0,0,0.0,0,0,M,True,False,True,True,393,2853,0.3874221855611844,0.1,17
United_States,10,10,18,4.0,0,0.0,6,0,F,False,False,False,True,335,3195,0.08663551476284455,0.3,26
Germany,11,8,65,1.0,0,0.0,0,6,F,True,False,True,True,18,3205,0.3,0.06740217406904261,26
Spain,10,8,5,21.0,0,0.0,0,0,F,False,False,False,True,23,3197,0.2,0.030756603116199793,1
United_Kingdom,10,8,10,9.0,0,0.0,0,0,F,False,False,False,True,694,2855,0.2,1.1027848421671496,24
Germany,10,8,8,1.0,0,0.0,0,0,F,True,False,True,True,670,2852,0.2,0.3,40
Italy,10,8,29,26.0,0,0.0,0,0,F,False,False,False,True,18,3197,0.3,0.3,81
France,10,8,7,36.0,0,0.0,0,0,F,False,False,False,True,537,3200,1.3446683957356798,0.3,14
United_States,10,8,28,4.0,0,0.0,0,0,F,True,False,True,True,29,3205,0.8097242744774201,0.5437425264920167,38
Spain,11,9,21,13.0,0,0.0,3,8,M,True,False,True,True,651,3195,0.2,0.8584770796549552,98
France,10,8,6,38.0,0,0.0,0,0,F,False,False,False,True,25,2855,0.1,0.367010310377867,13
United_Kingdom,12,9,87,6.0,0,0.0,11,1,F,True,False,True,True,449,2858,0.1,0.5075398900911677,21
Spain,18,12,0,10.0,0,0.0,9,0,M,True,False,True,True,418,3202,0.2872370229121853,0.336032680317817,5
United_States,10,8,8,4.0,0,0.0,0,0,F,True,True,False,True,433,3200,0.3,0.1,23
United_States,11,11,77,4.0,0,0.0,14,44,F,False,False,False,True,130,2857,0.02479780049672472,0.3187194487110587,20
Germany,10,8,6,1.0,0,0.0,4,0,M,False,False,False,True,535,2855,0.908862415351238,0.3,33
Italy,51,8,1,30.0,15,31.0,0,0,M,True,False,True,True,26,3202,31.238780855459503,14.886099021469507,73
Italy,12,9,18,27.0,0,0.0,24,0,F,True,True,False,True,37,2852,0.2,0.5001716189792881,48
Germany,10,8,6,2.0,0,0.0,6,0,M,False,False,False,True,426,3198,0.2,0.1,25
France,10,8,7,43.0,0,0.0,0,0,F,True,False,True,True,655,2854,0.17688940566050287,0.5180042800107456,12
United_States,11,8,6,4.0,0,0.0,0,0,F,False,False,False,True,374,3195,0.6868948685789458,0.21037554774642608,14
France,10,8,3,43.0,0,0.0,1,0,M,True,False,True,True,576,3196,0.3,0.2,15
France,10,8,0,34.0,0,0.0,0,3,F,False,False,False,True,698,3196,0.6336049782796372,0.1,15
France,12,11,9,37.0,2,100.0,10,0,F,False,False,False,False,17,3205,99.9,1.6799420537908083,14
France,14,8,1,38.0,4,100.0,0,0,F,False,False,False,True,12,2854,99.9,5.051477934259694,15
France,12,8,34,35.0,2,0.0,0,0,F,True,False,True,True,348,3196,0.2636126631254839,2.8274704369706787,16
France,10,8,3,35.0,0,0.0,0,0,F,False,False,False,True,29,3199,0.8135436050348696,0.4773934721573053,12
Spain,10,8,9,14.0,0,0.0,1,0,M,True,False,True,True,373,3200,104.56000619074379,0.0737423526971912,4
Germany,13,11,26,2.0,0,0.0,91,7,M,True,False,True,True,14,2857,0.5314327941009706,0.2,33
United_States,10,8,1,5.0,0,0.0,0,4,F,True,False,True,True,72,3198,0.14089373315984735,1.0767117440150933,21
Spain,10,8,5,14.0,0,0.0,1,0,M,True,False,True,True,587,3203,0.10745253467958817,0.3,2
Italy,12,8,9,29.0,0,0.0,4,0,F,True,False,True,True,181,3202,0.1287582710010909,0.2,91
France,10,8,7,39.0,0,0.0,0,1,M,False,False,False,True,436,3203,104.906031587606,1.5574263781424964,12
Germany,10,8,3,0.0,0,0.0,0,0,F,True,False,True,True,639,3202,0.1,0.8424484364859979,28
France,10,8,0,36.0,0,0.0,3,0,M,True,True,False,True,709,3205,0.7247566729405504,0.233753546091564,14
France,32,45,13,40.0,0,0.0,2,0,M,False,False,False,False,13,3197,0.8802247613895642,0.7712809812251339,17
France,12,8,0,34.0,2,0.0,0,0,M,False,False,False,False,11,3202,-9.365530152024064,2.1736293984966664,12
France,10,8,4,33.0,0,0.0,0,0,M,True,False,True,True,424,3198,0.33888724243429763,0.2,14
United_States,16,10,1,5.0,0,0.0,0,3,M,True,False,True,False,37,3197,0.2,1.526176225791926,16
United_Kingdom,11,9,2,8.0,0,0.0,6,1,F,True,True,False,True,683,3198,0.6884105845830479,0.1,22
Germany,10,8,6,1.0,0,0.0,0,0,M,True,True,False,True,232,3199,0.11077724796446636,0.1,31
Germany,10,8,27,1.0,0,0.0,0,0,M,True,False,True,True,669,3205,0.12840153822883926,0.9463914720631668,36
United_Kingdom,10,8,4,5.0,1,0.0,0,1,F,False,False,False,True,67,2855,0.2,1.5130280678013517,6
